ticker,roachange
TMNI,Slight Decrease
TMNT,Moderate Increase
TMO,Slight Decrease
TMOS,Slight Decrease
TMP,Slight Decrease
TMPL,Significant Decrease
TMPW,Moderate Decrease
TMQ,Slight Decrease
TMR,Significant Increase
TMRC,Moderate Decrease
TMRK,Stable
TMS,Moderate Increase
TMSI,Significant Increase
TMSR,Moderate Decrease
TMST,Moderate Decrease
TMSTB,Moderate Increase
TMT,Moderate Increase
TMTA,Significant Increase
TMTV,Significant Decrease
TMUS,Stable
TMWD,Stable
TMX,Stable
TMXI,Moderate Increase
TMY,Moderate Increase
TNA,Moderate Increase
TNAV,Slight Decrease
TNB,Slight Increase
TNC,Moderate Increase
TNCC,Moderate Decrease
TNCI,Moderate Decrease
TNCR,Significant Decrease
TNCX,Significant Decrease
TND,Slight Decrease
TNDM,Significant Increase
TNDS,Slight Decrease
TNEL,Stable
TNET,Moderate Decrease
TNF,Stable
TNFI,Significant Decrease
TNGN,Moderate Decrease
TNGO,Moderate Decrease
TNGX,Moderate Decrease
TNI,Stable
TNII,Moderate Increase
TNL,Slight Increase
TNLG,Stable
TNLS,Moderate Increase
TNM,Stable
TNNC,Moderate Increase
TNO,Slight Decrease
TNON,Significant Decrease
TNOX,Moderate Increase
TNP,Slight Decrease
TNR,Significant Decrease
TNS,Stable
TNSI,Significant Increase
TNSL,Moderate Increase
TNT,Moderate Increase
TNTF,Slight Decrease
TNTO,Significant Decrease
TNTX,Moderate Decrease
TNV,Stable
TNW,Stable
TNXP,Significant Decrease
TNY,Significant Decrease
TNYA,Significant Decrease
TNZ,Moderate Increase
TO,Moderate Increase
TOA,Significant Decrease
TOBC,Stable
TOBN,Significant Decrease
TOBY,Significant Increase
TOC,Slight Decrease
TOCA,Significant Decrease
TOCM,Significant Decrease
TOCN,Significant Increase
TOD,Moderate Increase
TODH,Stable
TOF,Significant Increase
TOFC,Stable
TOFF,Stable
TOGA,Moderate Decrease
TOGI,Moderate Decrease
TOGS,Significant Decrease
TOI,Significant Increase
TOJ,Significant Increase
TOK,Moderate Decrease
TOL,Slight Increase
TOLM,Moderate Decrease
TOLT,Significant Decrease
TOMO,Slight Decrease
TOMZ,Moderate Increase
TONE,Slight Increase
TONM,Significant Increase
TONS,
TOO,Slight Increase
TOOL,Moderate Decrease
TOOT,Slight Decrease
TOP,Moderate Decrease
TOPM,Moderate Increase
TOPP,Moderate Increase
TOPS,Moderate Increase
TOPT,Significant Decrease
TOR,Slight Increase
TORC,Significant Increase
TORM,Moderate Decrease
TORO,Moderate Increase
TOS,Slight Increase
TOSC,Significant Increase
TOST,Moderate Increase
TOTE,Slight Decrease
TOTH,Significant Decrease
TOTL,Slight Increase
TOUR,Significant Increase
TOUS,Moderate Decrease
TOWN,Stable
TOWR,Moderate Increase
TOX,Slight Increase
TOXI,Significant Decrease
TOXY,Significant Decrease
TOY,Slight Increase
TOYH,Moderate Increase
TOYS,Significant Decrease
TP,Slight Decrease
TPAX,Moderate Increase
TPB,Stable
TPBR,Significant Decrease
TPC,Moderate Decrease
TPCA,Slight Increase
TPCC,Moderate Increase
TPCG,Moderate Increase
TPCO,Moderate Increase
TPCS,Moderate Increase
TPE,Slight Increase
TPET,Significant Decrease
TPG,Moderate Decrease
TPGI,Slight Decrease
TPH,Moderate Decrease
TPHN,Slight Decrease
TPHS,Slight Decrease
TPI,Moderate Decrease
TPIC,Moderate Decrease
TPIE,Stable
TPIV,Significant Decrease
TPIX,Slight Decrease
TPL,Significant Decrease
TPLM,Significant Decrease
TPMI,Slight Decrease
TPO,Slight Decrease
TPOA,Slight Decrease
TPPH,Significant Decrease
TPR,Slight Increase
TPRO,Moderate Decrease
TPS,Slight Decrease
TPST,Significant Decrease
TPTH,Slight Decrease
TPTI,Significant Increase
TPTX,Significant Decrease
TPUB,Significant Increase
TPX,Slight Decrease
TPY,Moderate Increase
TPZ,Significant Decrease
TQ,Significant Increase
TQNT,Moderate Increase
TR,Slight Decrease
TRA,Significant Decrease
TRAC,Moderate Decrease
TRAD,Slight Decrease
TRAF,Significant Decrease
TRAK,Slight Decrease
TRAV,Slight Increase
TRB,Significant Increase
TRBC,Stable
TRBN,Moderate Increase
TRBO,Significant Decrease
TRBR,Significant Decrease
TRBS,Slight Decrease
TRC,Slight Decrease
TRCA,Significant Increase
TRCB,Stable
TRCC,Significant Increase
TRCD,Moderate Decrease
TRCE,Significant Increase
TRCH,Significant Decrease
TRCI,Moderate Decrease
TRCO,Significant Decrease
TRCR,Moderate Increase
TRCW,Moderate Decrease
TRDA,Significant Increase
TRDO,Slight Decrease
TRDT,Moderate Decrease
TRDX,Moderate Decrease
TRE,Slight Decrease
TREC,Moderate Increase
TRED,Moderate Increase
TREE,Slight Increase
TREL,Significant Decrease
TREM,Moderate Decrease
TREN,Significant Decrease
TRES,Moderate Decrease
TREV,Significant Decrease
TREX,Moderate Decrease
TRF,Moderate Increase
TRFI,Stable
TRFX,Slight Decrease
TRG,Significant Decrease
TRGA,Moderate Decrease
TRGI,Slight Decrease
TRGL,Significant Decrease
TRGP,Moderate Increase
TRGT,Moderate Increase
TRH,Moderate Decrease
TRHC,Stable
TRI,Slight Decrease
TRIC,Slight Decrease
TRID,Significant Decrease
TRIG,Moderate Increase
TRIH,Moderate Increase
TRIM,Slight Decrease
TRIN,Significant Increase
TRIO,Slight Decrease
TRIP,Stable
TRIS,Moderate Increase
TRIT,Moderate Decrease
TRIV,Moderate Increase
TRK,Stable
TRKA,Significant Increase
TRKN,Significant Increase
TRL,Moderate Decrease
TRLA,Stable
TRLG,Moderate Decrease
TRLR,Slight Decrease
TRMA,Slight Decrease
TRMB,Slight Decrease
TRMK,Stable
TRMO,Slight Decrease
TRMP,Slight Decrease
TRMR,Moderate Decrease
TRMS,Moderate Decrease
TRMW,Slight Decrease
TRN,Stable
TRNC,Moderate Decrease
TRND,Significant Increase
TRNE,Slight Decrease
TRNH,Moderate Increase
TRNI,Moderate Decrease
TRNO,Significant Decrease
TRNS,Significant Increase
TRNT,Significant Increase
TRNZ,Moderate Decrease
TRO,Slight Decrease
TROB,Significant Decrease
TROC,Slight Decrease
TRON,Slight Decrease
TROU,Moderate Increase
TROV,Significant Decrease
TROW,Moderate Decrease
TRPS,Moderate Decrease
TRPX,Significant Increase
TRR,Moderate Decrease
TRRA,Significant Increase
TRRO,Moderate Decrease
TRS,Slight Increase
TRSC,Moderate Increase
TRSI,Significant Increase
TRSP,Slight Decrease
TRST,Stable
TRT,Moderate Increase
TRTC,Significant Decrease
TRTI,Significant Decrease
TRTL,Significant Increase
TRU,Slight Decrease
TRUC,Slight Increase
TRUE,Moderate Decrease
TRUK,Slight Decrease
TRUP,Slight Decrease
TRUV,Significant Increase
TRUX,Moderate Increase
TRV,Slight Decrease
TRVI,Significant Increase
TRVL,Moderate Decrease
TRVN,Moderate Increase
TRVS,Slight Increase
TRW,Stable
TRWH,Moderate Decrease
TRX,Slight Decrease
TRXC,Significant Decrease
TRXI,Stable
TRY,Moderate Increase
TRYF,Slight Decrease
TSA,Slight Increase
TSAI,Moderate Decrease
TSAR,Slight Decrease
TSBK,Stable
TSBS,Stable
TSC,Stable
TSCC,Significant Increase
TSCM,Moderate Decrease
TSCN,Slight Increase
TSCO,Slight Decrease
TSCY,Slight Decrease
TSFC,Moderate Increase
TSFG,Slight Decrease
TSFT,Significant Decrease
TSFW,Slight Decrease
TSG,Slight Decrease
TSGI,Significant Decrease
TSH,Stable
TSHA,Significant Increase
TSHR,Moderate Increase
TSI,Significant Increase
TSIC,Significant Decrease
TSII,Slight Decrease
TSIN,Significant Increase
TSIX,Moderate Decrease
TSK,Significant Decrease
TSLA,Moderate Decrease
TSN,Significant Decrease
TSND,Significant Increase
TSNG,Moderate Increase
TSO,Moderate Decrease
TSOF,Slight Decrease
TSON,Significant Decrease
TSP,Slight Decrease
TSPT,Significant Decrease
TSQ,Slight Decrease
TSQM,Moderate Increase
TSR,Slight Increase
TSRA,Significant Decrease
TSRC,Moderate Decrease
TSRI,Slight Decrease
TSRO,Significant Decrease
TSRX,Significant Decrease
TSS,Slight Decrease
TSSI,Significant Decrease
TSSL,Significant Increase
TSSS,Slight Decrease
TSST,Moderate Increase
TSSW,Slight Decrease
TST,Slight Decrease
TSTC,Significant Decrease
TSTF,Slight Decrease
TSTI,Moderate Increase
TSTM,Significant Increase
TSTN,Moderate Increase
TSTR,Slight Decrease
TSTY,Moderate Decrease
TSVT,Significant Increase
TSX,Moderate Decrease
TSXX,Significant Decrease
TSY,Slight Increase
TSYS,Moderate Increase
TT,Moderate Decrease
TTC,Slight Decrease
TTCF,Significant Decrease
TTCO,Moderate Increase
TTD,Moderate Increase
TTE,Significant Decrease
TTEC,Slight Decrease
TTEK,Slight Increase
TTEN,Significant Increase
TTES,Moderate Decrease
TTG,Moderate Increase
TTGT,Moderate Decrease
TTI,Moderate Increase
TTII,Significant Increase
TTK,Slight Decrease
TTL,Significant Decrease
TTLA,Slight Decrease
TTMI,Slight Decrease
TTMT,Moderate Increase
TTN,Significant Increase
TTO,Slight Decrease
TTOI,Significant Decrease
TTOO,Significant Decrease
TTOR,Stable
TTOY,Stable
TTPH,Significant Decrease
TTRA,Slight Decrease
TTRR,Slight Decrease
TTS,Moderate Decrease
TTSC,Slight Decrease
TTSH,Slight Decrease
TTT,Stable
TTTM,Significant Decrease
TTWO,Moderate Decrease
TTX,Moderate Decrease
TTXG,Moderate Decrease
TTY,Significant Decrease
TU,Slight Increase
TUBA,Moderate Increase
TUBE,Slight Decrease
TUBO,Slight Increase
TUBY,Moderate Decrease
TUC,Stable
TUCK,Slight Increase
TUEM,Moderate Decrease
TUES,Moderate Decrease
TUF,Significant Increase
TUG,Moderate Decrease
TUI,Moderate Decrease
TUII,
TULL,Moderate Decrease
TULT,Significant Decrease
TUMI,Slight Decrease
TUNE,Moderate Increase
TUP,Moderate Decrease
TUR,Slight Increase
TURF,Moderate Increase
TUSC,Slight Decrease
TUSK,Stable
TUTG,
TUTR,Significant Increase
TUTS,Significant Increase
TUX,Significant Decrease
TUXX,Moderate Decrease
TVBC,Stable
TVGIA,Significant Decrease
TVH,Stable
TVIA,Significant Increase
TVIE,Moderate Increase
TVIN,Significant Decrease
TVIV,Significant Decrease
TVL,Slight Decrease
TVLA,Moderate Decrease
TVLI,Slight Decrease
TVLY,Significant Increase
TVTX,Significant Decrease
TVTY,Significant Increase
TVXG,Moderate Increase
TW,Stable
TWA,Moderate Decrease
TWAV,Moderate Increase
TWB,Significant Decrease
TWBC,Stable
TWC,Stable
TWE,Slight Decrease
TWEC,Moderate Decrease
TWEN,Slight Increase
TWER,Moderate Increase
TWEX,Moderate Decrease
TWFC,Significant Increase
TWFR,Slight Decrease
TWGP,Moderate Decrease
TWH,Moderate Decrease
TWHH,Moderate Decrease
TWI,Slight Decrease
TWIN,Moderate Increase
TWKS,Moderate Increase
TWLL,Moderate Decrease
TWLO,Moderate Increase
TWMC,Significant Increase
TWN,Slight Decrease
TWNE,Moderate Increase
TWNK,Stable
TWOU,Moderate Increase
TWP,Slight Increase
TWPG,Moderate Increase
TWPR,Significant Decrease
TWR,Slight Decrease
TWRI,Moderate Decrease
TWRS,Slight Decrease
TWRX,Significant Increase
TWST,Moderate Increase
TWTC,Stable
TWTI,Significant Decrease
TWTR,Moderate Decrease
TWW,Moderate Increase
TWX,Slight Decrease
TX,Moderate Increase
TXA,Moderate Decrease
TXB,Significant Increase
TXBI,Slight Decrease
TXCC,Significant Decrease
TXCN,Stable
TXCO,Significant Decrease
TXEL,Moderate Increase
TXEN,Moderate Decrease
TXF,Moderate Decrease
TXG,Slight Decrease
TXHI,Slight Decrease
TXI,Moderate Increase
TXLI,Significant Increase
TXM,Moderate Decrease
TXMD,Significant Increase
TXMX,Moderate Decrease
TXN,Significant Decrease
TXNO,Slight Decrease
TXO,Moderate Decrease
TXON,Significant Increase
TXRH,Slight Increase
TXS,Significant Decrease
TXT,Slight Decrease
TXTN,Slight Increase
TXTR,Moderate Increase
TXU,Moderate Decrease
TXUI,Stable
TYC,Slight Decrease
TYGN,Significant Decrease
TYHT,Significant Decrease
TYL,Stable
TYLN,Significant Increase
TYLR,Slight Decrease
TYM,Significant Increase
TYME,Significant Increase
TYPE,Moderate Increase
TYRA,Moderate Decrease
TYSN,Significant Increase
TYSNA,Moderate Increase
TZIX,Moderate Decrease
TZOO,Significant Increase
TZYM,Moderate Increase
U,Moderate Increase
UA,Moderate Decrease
UACC,Moderate Decrease
UACL,Slight Decrease
UAECA,Moderate Increase
UAEI,Significant Increase
UAG,Slight Decrease
UAH,Significant Increase
UAHC,Moderate Decrease
UAL,Moderate Increase
UAM,Slight Increase
UAMY,Significant Decrease
UAP,Moderate Increase
UAPH,Slight Increase
UAS,Moderate Increase
UASI,Moderate Decrease
UAUA,Moderate Increase
UAVS,Slight Decrease
UAXS,Significant Decrease
UB,Slight Decrease
UBAN,Slight Decrease
UBC,
UBCD,Stable
UBCP,Slight Decrease
UBER,Moderate Increase
UBET,Moderate Decrease
UBFO,Stable
UBH,Slight Decrease
UBI,Significant Decrease
UBID,Significant Decrease
UBIX,Moderate Decrease
UBK,Moderate Decrease
UBKS,Slight Decrease
UBMT,Slight Decrease
UBNK,Slight Decrease
UBNT,Significant Increase
UBNY,Stable
UBO,Slight Decrease
UBOH,Slight Decrease
UBPS,Slight Decrease
UBS,Slight Decrease
UBSC,Slight Decrease
UBSH,Stable
UBSI,Stable
UBU,Moderate Increase
UBX,Moderate Increase
UC,Moderate Decrease
UCAP,Moderate Increase
UCAR,Slight Decrease
UCBA,Stable
UCBB,Slight Decrease
UCBC,Slight Decrease
UCBH,Moderate Decrease
UCBI,Slight Decrease
UCC,Slight Decrease
UCE,Slight Increase
UCF,Moderate Increase
UCFC,Stable
UCG,Moderate Increase
UCHM,Moderate Decrease
UCI,Moderate Increase
UCIA,Significant Decrease
UCIT,Stable
UCL,Moderate Increase
UCM,Stable
UCMP,Significant Decrease
UCNN,Significant Decrease
UCO,Slight Decrease
UCOMA,Stable
UCOR,Significant Increase
UCP,Slight Increase
UCR,Moderate Decrease
UCS,Significant Decrease
UCSL,Moderate Increase
UCT,Slight Decrease
UCTC,Stable
UCTN,Significant Decrease
UCTT,Moderate Decrease
UCTV,Slight Increase
UCU,Stable
UCX,Slight Decrease
UDC,Slight Decrease
UDCI,Slight Increase
UDCO,Slight Decrease
UDE,Moderate Decrease
UDI,Moderate Increase
UDMY,Moderate Increase
UDRL,Slight Increase
UDS,Moderate Decrease
UDYN,Slight Increase
UEAT,Significant Decrease
UEC,Moderate Increase
UEIC,Moderate Decrease
UEP,Moderate Increase
UEPS,Moderate Increase
UESC,Moderate Increase
UESS,Significant Decrease
UEX,Moderate Increase
UF,Moderate Decrease
UFAB,Slight Increase
UFAS,Significant Decrease
UFBI,Slight Decrease
UFBS,Stable
UFC,Slight Decrease
UFCS,Moderate Decrease
UFD,Stable
UFEM,Significant Decrease
UFF,Slight Decrease
UFFB,Slight Decrease
UFG,Moderate Decrease
UFHI,Slight Decrease
UFI,Moderate Decrease
UFLT,Moderate Increase
UFM,Slight Decrease
UFMG,Significant Decrease
UFN,Moderate Increase
UFPI,Moderate Decrease
UFPT,Moderate Increase
UFRM,Slight Decrease
UFS,Moderate Increase
UFST,Moderate Decrease
UFT,Slight Decrease
UFX,Slight Increase
UG,Significant Decrease
UGAM,Moderate Decrease
UGEN,Moderate Increase
UGI,Significant Decrease
UGIL,Moderate Decrease
UGLY,Moderate Decrease
UGNE,Significant Increase
UGRO,Significant Decrease
UGS,Moderate Decrease
UH,Stable
UHAL,Slight Decrease
UHCI,Moderate Decrease
UHCP,Significant Decrease
UHD,Slight Decrease
UHLD,Slight Decrease
UHOS,Moderate Increase
UHS,Stable
UHSI,Stable
UHTS,Significant Increase
UI,Moderate Decrease
UIC,Moderate Increase
UICI,Moderate Decrease
UIHC,Significant Decrease
UIHIA,Moderate Increase
UIL,Stable
UIN,Slight Decrease
UIND,Slight Decrease
UIP,Stable
UIS,Moderate Increase
UJB,Slight Decrease
UK,Moderate Decrease
ULAB,Moderate Increase
ULB,Moderate Increase
ULBI,Moderate Increase
ULCC,Moderate Increase
ULCM,Slight Decrease
ULDY,Slight Decrease
ULGX,Moderate Increase
ULH,Moderate Decrease
ULT,Significant Increase
ULTA,Slight Decrease
ULTD,Significant Increase
ULTE,Moderate Decrease
ULTI,Slight Decrease
ULTK,Moderate Increase
UM,Moderate Increase
UMAP,Significant Decrease
UMBF,Slight Decrease
UMC,Moderate Increase
UMCE,Significant Decrease
UMED,Significant Increase
UMFS,
UMG,Slight Decrease
UMIN,Significant Increase
UMM,Moderate Increase
UMMC,Moderate Decrease
UMSB,Slight Decrease
UMT,Moderate Increase
UMTL,Stable
UMX,Stable
UNA,Slight Decrease
UNAC,Significant Increase
UNAM,Significant Decrease
UNB,Slight Decrease
UNBC,Stable
UNBJ,Stable
UNBK,Slight Decrease
UNBO,Stable
UNBS,Slight Decrease
UNC,Slight Increase
UNCA,Significant Increase
UNCB,Slight Increase
UNCF,Slight Decrease
UNCL,Significant Decrease
UNCY,Significant Decrease
UNET,Slight Decrease
UNF,Stable
UNFB,Slight Decrease
UNFD,Moderate Increase
UNFI,Slight Decrease
UNFR,Slight Increase
UNFY,Moderate Increase
UNGR,Moderate Increase
UNH,Slight Decrease
UNHC,Significant Increase
UNI,Slight Decrease
UNIB,Significant Increase
UNIF,Moderate Decrease
UNIH,Moderate Increase
UNII,Significant Increase
UNIQ,Significant Decrease
UNIR,Significant Decrease
UNIS,Significant Increase
UNIT,Slight Decrease
UNIV,Moderate Decrease
UNIZ,Stable
UNM,Stable
UNMA,Moderate Decrease
UNMG,Moderate Decrease
UNO,Moderate Decrease
UNP,Significant Decrease
UNPH,Significant Decrease
UNRC,Significant Decrease
UNS,Stable
UNSI,Significant Increase
UNSN,Significant Decrease
UNSRA,Moderate Increase
UNSV,Slight Decrease
UNSW,Significant Decrease
UNT,Stable
UNTD,Slight Decrease
UNTH,Moderate Increase
UNTK,Slight Increase
UNTL,Stable
UNTY,Slight Decrease
UNV,Slight Decrease
UNVC,Significant Decrease
UNVD,Slight Decrease
UNVR,Slight Decrease
UNVX,Moderate Decrease
UNWR,Significant Increase
UNXL,Significant Decrease
UOLP,Significant Increase
UONE,Slight Decrease
UOP,Stable
UOPX,Moderate Increase
UOUT,Moderate Increase
UP,Stable
UPAC,Moderate Increase
UPC,Slight Decrease
UPCI,Significant Decrease
UPCM,Stable
UPCS,Moderate Increase
UPD,Moderate Decrease
UPDN,Significant Increase
UPEN,Moderate Decrease
UPET,Significant Decrease
UPFC,Stable
UPG,Slight Decrease
UPH,Significant Increase
UPI,Slight Increase
UPIP,Moderate Decrease
UPIX,Significant Increase
UPK,Significant Increase
UPL,Moderate Decrease
UPLD,Slight Decrease
UPR,Moderate Increase
UPRI,Slight Decrease
UPS,Moderate Decrease
UPST,Significant Decrease
UPUP,Moderate Decrease
UPWK,Moderate Increase
UPX,Slight Decrease
UPXI,Significant Increase
UQM,Moderate Decrease
UQST,Slight Increase
URB,Slight Increase
URBN,Moderate Increase
URC,Stable
URD,Moderate Increase
URGE,Significant Increase
URGI,Moderate Decrease
URI,Moderate Increase
URIX,Significant Decrease
UROQ,Moderate Increase
URRE,Moderate Increase
URS,Slight Decrease
URSI,Significant Decrease
URT,Significant Increase
URTX,Significant Increase
URX,Slight Increase
URZ,Significant Increase
USAB,Stable
USAC,Significant Decrease
USAD,Moderate Decrease
USAK,Slight Increase
USAM,Moderate Decrease
USAP,Slight Increase
USAS,Moderate Decrease
USAT,Moderate Decrease
USAU,Moderate Increase
USB,Slight Decrease
USBC,Significant Increase
USBE,Slight Decrease
USBG,Significant Decrease
USBI,Slight Decrease
USBN,Significant Increase
USBR,Significant Decrease
USC,Slight Decrease
USCB,Slight Decrease
USCC,Moderate Decrease
USCM,Significant Decrease
USCN,Stable
USCR,Slight Decrease
USCS,Moderate Increase
USDC,Significant Decrease
USDL,Slight Decrease
USEC,Significant Increase
USEG,Significant Increase
USEL,Moderate Decrease
USEN,Slight Decrease
USES,Moderate Increase
USEX,Stable
USEY,Slight Decrease
USF,Stable
USFC,Slight Decrease
USFD,Moderate Increase
USFS,Moderate Increase
USG,Slight Decrease
USGL,Significant Decrease
USH,Slight Decrease
USHC,Moderate Decrease
USHG,Slight Decrease
USHI,Moderate Increase
USHO,Moderate Decrease
USHP,Moderate Increase
USHS,Moderate Increase
USI,Moderate Increase
USIH,Slight Decrease
USIO,Moderate Increase
USIT,Significant Increase
USIX,Significant Increase
USL,Slight Decrease
USLB,Moderate Decrease
USLD,Significant Increase
USLM,Moderate Increase
USM,Slight Decrease
USMA,Significant Decrease
USMD,Slight Decrease
USML,Stable
USMO,Slight Decrease
USMX,Significant Increase
USNA,Moderate Decrease
USO,Significant Increase
USOL,Significant Decrease
USON,Moderate Increase
USPC,Moderate Decrease
USPH,Slight Decrease
USPI,Slight Decrease
USPL,Slight Increase
USPN,Significant Decrease
USR,Moderate Decrease
USRE,Slight Decrease
USRV,Significant Increase
USRX,Moderate Increase
USS,Slight Decrease
USSB,Significant Increase
USSC,Moderate Increase
USSI,Significant Decrease
UST,Significant Increase
USTB,Slight Decrease
USTC,Stable
USTL,Significant Decrease
USTR,Slight Decrease
USTS,Significant Decrease
USU,Significant Increase
USUG,Slight Decrease
USVC,Stable
USVI,Moderate Decrease
USVR,Significant Decrease
USWB,Significant Increase
USWC,Significant Decrease
USWI,Significant Decrease
USWN,Moderate Increase
USWS,Significant Decrease
USX,Moderate Decrease
USXP,Slight Decrease
USXX,Significant Increase
UT,Moderate Increase
UTA,Significant Decrease
UTAH,Moderate Increase
UTCC,Significant Decrease
UTCI,Moderate Decrease
UTD,Slight Decrease
UTDL,Moderate Decrease
UTDM,Slight Decrease
UTEC,Significant Decrease
UTEK,Moderate Increase
UTEL,Moderate Decrease
UTH,Significant Decrease
UTHR,Slight Decrease
UTI,Stable
UTK,Moderate Decrease
UTL,Stable
UTLC,Moderate Increase
UTLL,Moderate Increase
UTLX,Significant Increase
UTMD,Slight Decrease
UTOG,Moderate Decrease
UTP,Moderate Increase
UTR,Slight Decrease
UTRK,Moderate Increase
UTRS,Moderate Decrease
UTRX,Significant Decrease
UTSI,Slight Decrease
UTVI,Slight Decrease
UTX,Slight Decrease
UTZ,Stable
UUNT,Significant Increase
UUU,Moderate Increase
UV,Significant Decrease
UVBK,Slight Decrease
UVC,Significant Decrease
UVE,Moderate Increase
UVL,Slight Decrease
UVN,Slight Increase
UVOL,Slight Decrease
UVR,Significant Decrease
UVSGA,Moderate Decrease
UVSL,Significant Decrease
UVSP,Stable
UVV,Stable
UVX,Slight Decrease
UW,Significant Increase
UWBK,Slight Decrease
UWEN,Significant Increase
UWMC,Moderate Decrease
UWN,Moderate Decrease
UWR,Slight Decrease
UWSI,Slight Decrease
UWST,Significant Decrease
UWW,Slight Decrease
UWZ,Moderate Increase
UXC,Moderate Decrease
UXG,Moderate Decrease
UXP,Moderate Increase
V,Slight Increase
VA,Slight Decrease
VABF,Stable
VABK,Stable
VABT,Slight Decrease
VAC,Slight Decrease
VACI,Significant Decrease
VACP,Slight Decrease
VAFD,Slight Decrease
VAGA,Moderate Increase
VAGO,Moderate Increase
VAIL,Slight Decrease
VAL,Slight Decrease
VALF,Moderate Decrease
VALH,Moderate Increase
VALM,Significant Decrease
VALN,Significant Increase
VALT,Significant Increase
VALU,Slight Decrease
VALV,Moderate Decrease
VALY,Slight Decrease
VANC,Moderate Decrease
VAND,Moderate Increase
VANI,Significant Decrease
VANS,Moderate Decrease
VANZ,Significant Increase
VAPO,Significant Increase
VAR,Moderate Decrease
VARI,Moderate Decrease
VARS,Slight Increase
VAS,Slight Increase
VASC,Moderate Decrease
VASO,Slight Decrease
VAST,Slight Decrease
VAT,Slight Increase
VATA,Slight Decrease
VATE,Stable
VAXX,Slight Increase
VBAC,Moderate Increase
VBAN,Significant Decrease
VBFC,Slight Decrease
VBND,Moderate Increase
VBNJ,Stable
VBNK,Stable
VBR,Slight Increase
VBRK,Stable
VBTX,Slight Decrease
VC,Moderate Increase
VCA,Slight Decrease
VCAM,Significant Decrease
VCAT,Significant Decrease
VCB,Stable
VCBI,Stable
VCC,Significant Decrease
VCEL,Moderate Increase
VCELA,Moderate Increase
VCFC,Slight Decrease
VCG,Stable
VCGH,Stable
VCHM,Moderate Decrease
VCI,Slight Decrease
VCIC,Moderate Increase
VCLK,Slight Increase
VCMP,Significant Decrease
VCNB,Stable
VCNT,Moderate Increase
VCNX,Significant Decrease
VCOM,Moderate Increase
VCR,Significant Decrease
VCRA,Slight Increase
VCRE,Stable
VCRT,Significant Increase
VCSA,Moderate Increase
VCSI,Significant Decrease
VCST,Significant Decrease
VCTA,Significant Decrease
VCTR,Slight Decrease
VCYT,Slight Increase
VDAT,Moderate Decrease
VDC,Significant Decrease
VDEO,Significant Decrease
VDI,Slight Decrease
VDIM,Significant Decrease
VDMK,Significant Increase
VDNX,Significant Increase
VDR,Significant Decrease
VDRY,Moderate Decrease
VDSA,Moderate Decrease
VDSI,Stable
VDYK,Slight Decrease
VEC,Slight Decrease
VECO,Slight Decrease
VECT,Significant Decrease
VEEE,Significant Decrease
VEEV,Moderate Decrease
VEGA,Significant Decrease
VEGF,Significant Increase
VEGG,Significant Decrease
VEI,Significant Increase
VEIX,Moderate Decrease
VEL,Stable
VEN,Significant Decrease
VENT,Slight Decrease
VENX,Significant Decrease
VER,Significant Decrease
VERA,Significant Decrease
VERB,Moderate Increase
VERD,Moderate Decrease
VERI,Moderate Decrease
VERMA,Stable
VERO,Moderate Decrease
VERS,Significant Decrease
VERT,Slight Decrease
VERU,Significant Decrease
VERV,Moderate Increase
VERX,Slight Decrease
VERY,Significant Increase
VESC,Slight Decrease
VESP,Moderate Decrease
VEST,Moderate Increase
VET,Significant Increase
VETS,Slight Decrease
VEXP,Moderate Increase
VF,Slight Increase
VFC,Slight Decrease
VFFC,Slight Decrease
VFGI,Slight Decrease
VFI,Slight Decrease
VFIC,Slight Increase
VFLX,Moderate Decrease
VFND,Moderate Increase
VFOX,Significant Increase
VFSC,Slight Decrease
VG,Slight Decrease
VGAS,Moderate Decrease
VGC,Slight Decrease
VGCI,Slight Increase
VGCO,Slight Decrease
VGGL,Significant Increase
VGHN,Slight Decrease
VGNX,Significant Decrease
VGR,Moderate Increase
VH,Slight Decrease
VHC,Significant Decrease
VHCL,Significant Decrease
VHI,Significant Decrease
VHII,Moderate Decrease
VHRT,Significant Decrease
VHS,Slight Decrease
VI,Significant Decrease
VIA,Slight Increase
VIAB,Slight Decrease
VIAC,Slight Decrease
VIACA,Slight Decrease
VIAD,Significant Decrease
VIAN,Moderate Decrease
VIAP,Significant Decrease
VIAS,Slight Decrease
VIAV,Moderate Decrease
VIAX,Significant Decrease
VIBC,Stable
VICA,Significant Decrease
VICF,Slight Increase
VICL,Stable
VICM,Moderate Increase
VICR,Moderate Increase
VICT,Slight Decrease
VIDA,Significant Increase
VIDC,Moderate Decrease
VIDE,Slight Decrease
VIE,Moderate Decrease
VIEW,Significant Increase
VIFL,Slight Decrease
VIGL,Moderate Increase
VIGN,Slight Decrease
VII,Significant Decrease
VIKG,Stable
VIL,Significant Decrease
VIN,Stable
VINA,Moderate Decrease
VINC,Significant Decrease
VIND,Significant Increase
VINE,Significant Decrease
VINF,Moderate Increase
VINT,Moderate Increase
VION,Significant Increase
VIPG,Significant Decrease
VIR,Significant Decrease
VIRA,Significant Increase
VIRC,Significant Increase
VIRI,Significant Increase
VIRL,Moderate Increase
VIRO,Significant Decrease
VIRS,Significant Increase
VIRT,Slight Decrease
VIRX,Significant Decrease
VIS,Significant Decrease
VISA,Significant Increase
VISC,Significant Increase
